id,tour_id,content,language,rating,reviewer_name,created_at
364,94,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,9.1,Hoàng Nam,2026-02-09 08:00:00
365,94,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích nightlife.",vi,9.0,Quốc Bảo,2026-01-17 08:00:00
366,94,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,9.6,Gia Huy,2026-04-24 08:00:00
367,94,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động city, đáng cân nhắc.",vi,7.9,Gia Huy,2025-06-02 08:00:00
368,95,"Mình thích phần romantic, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.2,Hoàng Nam,2025-02-26 08:00:00
369,95,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động relax, đáng cân nhắc.",vi,7.5,Thu Hà,2026-03-26 08:00:00
370,95,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,7.5,Minh Anh,2025-03-07 08:00:00
371,96,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,5.8,Minh Anh,2025-06-22 08:00:00
372,96,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,7.7,Quốc Bảo,2026-04-26 08:00:00
373,96,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích nature.",vi,8.5,Minh Anh,2026-03-03 08:00:00
374,96,"Mình thích phần photography, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.9,Phương Linh,2025-01-01 08:00:00
375,97,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động luxury, đáng cân nhắc.",vi,8.1,Minh Anh,2025-02-01 08:00:00
376,97,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.9,Hoàng Nam,2026-04-23 08:00:00
377,97,"Tour Côn Đảo lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm nature rất rõ.",vi,8.0,Minh Anh,2025-03-18 08:00:00
378,98,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,8.1,Minh Anh,2026-03-24 08:00:00
379,98,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động photography, đáng cân nhắc.",vi,7.5,Quốc Bảo,2026-08-10 08:00:00
380,98,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,8.4,Quốc Bảo,2025-12-01 08:00:00
381,98,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích mountain.",vi,7.8,Quốc Bảo,2025-11-22 08:00:00
382,98,"Mình thích phần romantic, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.7,Phương Linh,2025-10-02 08:00:00
383,99,"Tour Nha Trang lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm water_sports rất rõ.",vi,10.0,Gia Huy,2025-05-26 08:00:00
384,99,"Đi Nha Trang khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,9.3,Thu Hà,2025-04-13 08:00:00
385,100,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,9.0,Quốc Bảo,2026-02-24 08:00:00
386,100,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,9.4,Thu Hà,2025-11-29 08:00:00
387,100,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,9.5,Hoàng Nam,2026-06-17 08:00:00
388,100,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Quốc Bảo,2025-02-01 08:00:00
389,101,"Mình thích phần city, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.0,Phương Linh,2026-01-11 08:00:00
390,101,"Đi Đà Nẵng khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,7.6,Minh Anh,2025-11-20 08:00:00
391,102,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,8.7,Quốc Bảo,2025-03-09 08:00:00
392,102,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích mountain.",vi,9.7,Quốc Bảo,2025-10-07 08:00:00
393,103,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,9.3,Gia Huy,2025-07-08 08:00:00
394,103,"Mình thích phần cruise, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.3,Phương Linh,2026-01-08 08:00:00
395,103,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động cruise, đáng cân nhắc.",vi,9.9,Thu Hà,2026-01-05 08:00:00
396,103,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,8.6,Gia Huy,2025-03-06 08:00:00
397,104,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,7.2,Hoàng Nam,2026-08-01 08:00:00
398,104,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động wildlife, đáng cân nhắc.",vi,8.4,Quốc Bảo,2025-10-08 08:00:00
399,104,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,7.8,Minh Anh,2025-05-06 08:00:00
400,104,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động family, đáng cân nhắc.",vi,8.2,Gia Huy,2025-03-11 08:00:00
401,104,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,8.1,Thu Hà,2025-03-31 08:00:00
402,104,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,7.3,Gia Huy,2025-08-05 08:00:00
403,105,"Mình thích phần luxury, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.7,Gia Huy,2025-06-24 08:00:00
404,105,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.1,Phương Linh,2026-05-23 08:00:00
405,105,"Mình thích phần luxury, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.0,Phương Linh,2025-03-07 08:00:00
406,106,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích family.",vi,8.7,Quốc Bảo,2025-02-24 08:00:00
407,106,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích family.",vi,8.4,Quốc Bảo,2026-05-09 08:00:00
408,107,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích beach.",vi,9.9,Quốc Bảo,2025-09-09 08:00:00
409,107,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích spiritual.",vi,9.8,Hoàng Nam,2026-04-17 08:00:00
410,107,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động luxury, đáng cân nhắc.",vi,8.5,Thu Hà,2025-10-03 08:00:00
411,107,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.6,Phương Linh,2025-07-31 08:00:00
412,107,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.3,Gia Huy,2025-05-21 08:00:00
413,107,"Mình thích phần luxury, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,10.0,Thu Hà,2025-06-09 08:00:00
414,108,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động relax, đáng cân nhắc.",vi,8.1,Hoàng Nam,2025-09-16 08:00:00
415,108,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích mountain.",vi,7.7,Quốc Bảo,2025-12-26 08:00:00
416,108,"Mình thích phần nature, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.1,Gia Huy,2026-03-17 08:00:00
417,108,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.8,Minh Anh,2026-03-12 08:00:00
418,108,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.4,Phương Linh,2025-08-23 08:00:00
419,109,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động family, đáng cân nhắc.",vi,7.1,Minh Anh,2025-03-23 08:00:00
420,109,"Mình thích phần nightlife, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.0,Gia Huy,2025-11-07 08:00:00
421,109,"Đi Hạ Long khá vui, điểm tham quan đẹp, phù hợp nhóm thích luxury.",vi,8.2,Minh Anh,2026-06-01 08:00:00
422,109,"Mình thích phần luxury, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.9,Minh Anh,2025-05-14 08:00:00
423,110,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,8.6,Minh Anh,2025-04-01 08:00:00
424,110,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích romantic.",vi,10.0,Minh Anh,2025-11-24 08:00:00
425,110,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích culture.",vi,7.7,Minh Anh,2026-06-13 08:00:00
426,110,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,8.2,Phương Linh,2025-05-10 08:00:00
427,110,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,8.3,Phương Linh,2026-08-06 08:00:00
428,111,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích culture.",vi,6.8,Quốc Bảo,2025-03-05 08:00:00
429,111,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích nature.",vi,7.0,Minh Anh,2025-04-14 08:00:00
430,111,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích festival.",vi,8.2,Gia Huy,2026-06-11 08:00:00
431,111,"Mình thích phần mountain, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.7,Gia Huy,2025-06-28 08:00:00
432,111,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,5.5,Hoàng Nam,2025-01-08 08:00:00
433,111,"Mình thích phần nature, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.6,Quốc Bảo,2025-10-06 08:00:00
434,112,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động photography, đáng cân nhắc.",vi,8.3,Hoàng Nam,2026-06-10 08:00:00
435,112,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,8.8,Quốc Bảo,2026-03-17 08:00:00
436,112,"Gia đình mình hài lòng với tour Hạ Long, nhịp đi vừa phải và dễ tham gia.",vi,9.7,Phương Linh,2025-10-04 08:00:00
437,112,"Tour Hạ Long lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm budget rất rõ.",vi,8.9,Hoàng Nam,2025-07-31 08:00:00
438,113,"Gia đình mình hài lòng với tour Hạ Long, nhịp đi vừa phải và dễ tham gia.",vi,9.4,Thu Hà,2026-05-31 08:00:00
439,113,"Đi Hạ Long khá vui, điểm tham quan đẹp, phù hợp nhóm thích cruise.",vi,10.0,Thu Hà,2026-03-09 08:00:00
440,113,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động photography, đáng cân nhắc.",vi,10.0,Gia Huy,2026-06-13 08:00:00
441,114,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.9,Gia Huy,2026-03-09 08:00:00
442,114,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.3,Hoàng Nam,2024-12-28 08:00:00
443,114,"Mình thích phần relax, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.0,Thu Hà,2025-06-21 08:00:00
444,114,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Minh Anh,2026-06-17 08:00:00
445,114,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích wildlife.",vi,9.7,Thu Hà,2025-07-16 08:00:00
446,115,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động family, đáng cân nhắc.",vi,7.6,Minh Anh,2025-04-22 08:00:00
447,115,"Gia đình mình hài lòng với tour Hạ Long, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Minh Anh,2025-09-17 08:00:00
448,115,"Gia đình mình hài lòng với tour Hạ Long, nhịp đi vừa phải và dễ tham gia.",vi,9.7,Phương Linh,2026-07-09 08:00:00
449,116,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.4,Thu Hà,2024-12-24 08:00:00
450,116,"Mình thích phần history, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.4,Hoàng Nam,2026-06-17 08:00:00
451,116,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,7.3,Quốc Bảo,2026-03-08 08:00:00
452,116,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,8.4,Gia Huy,2026-03-14 08:00:00
453,116,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,8.0,Minh Anh,2025-08-11 08:00:00
454,117,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm budget rất rõ.",vi,9.3,Phương Linh,2025-09-09 08:00:00
455,117,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,7.7,Gia Huy,2025-09-26 08:00:00
456,118,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,7.7,Phương Linh,2025-04-16 08:00:00
457,118,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động spiritual, đáng cân nhắc.",vi,7.6,Quốc Bảo,2026-01-12 08:00:00
458,118,"Tour Đà Lạt lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm festival rất rõ.",vi,6.7,Minh Anh,2026-06-13 08:00:00
459,118,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động festival, đáng cân nhắc.",vi,8.4,Gia Huy,2025-02-15 08:00:00
460,118,"Mình thích phần food, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.9,Gia Huy,2025-09-24 08:00:00
461,118,"Mình thích phần festival, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.9,Gia Huy,2025-06-29 08:00:00
462,119,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động spiritual, đáng cân nhắc.",vi,7.2,Quốc Bảo,2026-05-26 08:00:00
463,119,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm spiritual rất rõ.",vi,6.0,Gia Huy,2026-01-06 08:00:00
464,119,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,8.5,Minh Anh,2025-10-23 08:00:00
465,120,"Tour Đà Nẵng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm city rất rõ.",vi,6.6,Quốc Bảo,2026-03-31 08:00:00
466,120,"Tour Đà Nẵng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm luxury rất rõ.",vi,9.5,Quốc Bảo,2025-09-06 08:00:00
467,120,"Gia đình mình hài lòng với tour Đà Nẵng, nhịp đi vừa phải và dễ tham gia.",vi,9.4,Gia Huy,2026-08-10 08:00:00
468,120,"Tour Đà Nẵng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm family rất rõ.",vi,9.4,Thu Hà,2025-02-06 08:00:00
469,121,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,7.6,Quốc Bảo,2025-06-23 08:00:00
470,121,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.6,Thu Hà,2026-06-17 08:00:00
471,121,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,7.2,Phương Linh,2025-02-14 08:00:00
472,122,"Mình thích phần photography, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.4,Gia Huy,2025-02-12 08:00:00
473,122,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích photography.",vi,9.4,Minh Anh,2026-07-17 08:00:00
474,122,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,9.1,Quốc Bảo,2025-09-07 08:00:00
475,122,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,9.6,Thu Hà,2026-05-20 08:00:00
476,123,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.0,Thu Hà,2025-04-15 08:00:00
477,123,"Đi Nha Trang khá vui, điểm tham quan đẹp, phù hợp nhóm thích wildlife.",vi,7.8,Hoàng Nam,2025-12-10 08:00:00
478,123,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,8.6,Phương Linh,2025-12-10 08:00:00
479,123,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,7.3,Phương Linh,2026-08-04 08:00:00
480,124,"Tour Cao Bằng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm nightlife rất rõ.",vi,8.4,Hoàng Nam,2025-04-17 08:00:00
481,124,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nightlife, đáng cân nhắc.",vi,8.7,Phương Linh,2025-09-05 08:00:00
482,124,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,8.1,Quốc Bảo,2024-12-29 08:00:00
483,124,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nightlife, đáng cân nhắc.",vi,8.0,Gia Huy,2025-08-10 08:00:00
484,124,"Mình thích phần nature, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.7,Minh Anh,2025-07-27 08:00:00
485,125,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,7.4,Thu Hà,2026-05-16 08:00:00
486,125,"Đi Nha Trang khá vui, điểm tham quan đẹp, phù hợp nhóm thích relax.",vi,8.3,Minh Anh,2025-06-14 08:00:00
487,125,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,8.2,Gia Huy,2025-10-13 08:00:00
488,126,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,7.7,Quốc Bảo,2026-01-24 08:00:00
489,126,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.3,Thu Hà,2026-05-06 08:00:00
490,126,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,8.6,Quốc Bảo,2026-03-29 08:00:00
491,127,"Đi Huế khá vui, điểm tham quan đẹp, phù hợp nhóm thích nightlife.",vi,7.2,Gia Huy,2025-04-19 08:00:00
492,127,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,7.7,Gia Huy,2025-09-19 08:00:00
493,127,"Gia đình mình hài lòng với tour Huế, nhịp đi vừa phải và dễ tham gia.",vi,7.4,Gia Huy,2025-12-04 08:00:00
494,127,"Mình thích phần photography, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.2,Quốc Bảo,2026-07-13 08:00:00
495,128,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,9.1,Phương Linh,2025-05-27 08:00:00
496,128,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm mountain rất rõ.",vi,9.4,Quốc Bảo,2025-07-19 08:00:00
497,128,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.9,Quốc Bảo,2025-02-01 08:00:00
498,128,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,8.1,Thu Hà,2025-06-30 08:00:00
499,128,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Quốc Bảo,2025-11-23 08:00:00
500,128,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích romantic.",vi,8.3,Thu Hà,2025-11-03 08:00:00
501,129,"Tour Cao Bằng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm mountain rất rõ.",vi,8.9,Quốc Bảo,2025-05-05 08:00:00
502,129,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,9.0,Thu Hà,2026-08-01 08:00:00
503,129,"Đi Cao Bằng khá vui, điểm tham quan đẹp, phù hợp nhóm thích adventure.",vi,8.5,Phương Linh,2025-07-12 08:00:00
504,129,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,8.7,Thu Hà,2025-10-17 08:00:00
505,130,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,8.4,Quốc Bảo,2026-08-11 08:00:00
506,130,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,8.6,Thu Hà,2026-02-03 08:00:00
507,130,"Gia đình mình hài lòng với tour Cao Bằng, nhịp đi vừa phải và dễ tham gia.",vi,8.3,Minh Anh,2025-11-28 08:00:00
508,130,"Đi Cao Bằng khá vui, điểm tham quan đẹp, phù hợp nhóm thích photography.",vi,7.1,Hoàng Nam,2026-07-21 08:00:00
509,130,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.3,Gia Huy,2025-06-21 08:00:00
510,130,"Tour Cao Bằng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm luxury rất rõ.",vi,9.1,Phương Linh,2026-03-07 08:00:00
511,131,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,8.8,Phương Linh,2026-01-18 08:00:00
512,131,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,8.6,Gia Huy,2025-03-03 08:00:00
513,132,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,9.6,Gia Huy,2025-11-24 08:00:00
514,132,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm cruise rất rõ.",vi,8.0,Hoàng Nam,2025-01-06 08:00:00
515,133,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm spiritual rất rõ.",vi,10.0,Gia Huy,2026-02-26 08:00:00
516,133,"Gia đình mình hài lòng với tour Huế, nhịp đi vừa phải và dễ tham gia.",vi,9.3,Phương Linh,2025-07-06 08:00:00
517,133,"Mình thích phần city, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.8,Hoàng Nam,2026-01-02 08:00:00
518,133,"Gia đình mình hài lòng với tour Huế, nhịp đi vừa phải và dễ tham gia.",vi,9.5,Gia Huy,2025-11-10 08:00:00
519,133,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm spiritual rất rõ.",vi,10.0,Gia Huy,2025-06-09 08:00:00
520,134,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,7.7,Gia Huy,2025-08-23 08:00:00
521,134,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,7.0,Quốc Bảo,2026-01-23 08:00:00
522,134,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,7.9,Hoàng Nam,2026-07-27 08:00:00
523,134,"Tour Đà Lạt lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm wildlife rất rõ.",vi,7.2,Quốc Bảo,2025-05-29 08:00:00
524,134,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích romantic.",vi,7.1,Minh Anh,2025-05-25 08:00:00
525,135,"Tour Nha Trang lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,7.4,Quốc Bảo,2026-07-13 08:00:00
526,135,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,7.9,Minh Anh,2026-06-15 08:00:00
527,135,"Đi Nha Trang khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,8.5,Minh Anh,2025-07-30 08:00:00
528,136,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,8.6,Thu Hà,2026-05-24 08:00:00
529,136,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,6.9,Hoàng Nam,2025-05-28 08:00:00
530,136,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,7.3,Phương Linh,2025-04-04 08:00:00
531,136,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích romantic.",vi,9.2,Minh Anh,2025-01-04 08:00:00
532,137,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích romantic.",vi,8.0,Hoàng Nam,2026-01-20 08:00:00
533,137,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,8.4,Phương Linh,2025-05-02 08:00:00
534,137,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích photography.",vi,8.0,Hoàng Nam,2024-12-24 08:00:00
535,137,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,9.8,Quốc Bảo,2026-03-07 08:00:00
536,137,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động history, đáng cân nhắc.",vi,7.7,Phương Linh,2025-12-22 08:00:00
537,137,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,9.0,Phương Linh,2025-09-19 08:00:00
538,138,"Tour Côn Đảo lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm festival rất rõ.",vi,9.8,Minh Anh,2025-01-05 08:00:00
539,138,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,8.4,Thu Hà,2025-08-06 08:00:00
540,138,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích nature.",vi,7.8,Hoàng Nam,2025-03-24 08:00:00
541,138,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.3,Gia Huy,2026-04-13 08:00:00
542,138,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích relax.",vi,8.8,Quốc Bảo,2025-02-11 08:00:00
543,138,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.9,Thu Hà,2026-08-01 08:00:00
544,139,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,8.9,Quốc Bảo,2024-12-21 08:00:00
545,139,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,9.7,Thu Hà,2025-10-29 08:00:00
546,139,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,9.4,Thu Hà,2025-11-23 08:00:00
