id,name,destination,price,duration,description,avg_rating,review_count,source,source_url,season,image_url,created_at,updated_at,duration_label,original_price,highlights,places,topics,gallery,itinerary,included,excluded,schedule,transport
118,Tour Đà Lạt 5N4Đ: Cao Cấp Food,Đà Lạt,7280000,5,"Hành trình Đà Lạt 5 ngày dành cho du khách yêu thích food, nature, romantic.",8.4,70,bestprice,https://synthetic.example.com/tours/118,winter,https://picsum.photos/seed/tour-118/900/600,2024-12-09 08:00:00,2025-01-03 08:00:00,5N4Đ,8264637,"[""Trải nghiệm food"", ""Trải nghiệm nature"", ""Trải nghiệm romantic""]","[""Đà Lạt""]","[""food"", ""nature"", ""romantic"", ""mountain""]","[""https://picsum.photos/seed/tour-118-1/900/600"", ""https://picsum.photos/seed/tour-118-2/900/600"", ""https://picsum.photos/seed/tour-118-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
119,Tour Huế 4N3Đ: Ẩm Thực Culture,Huế,6250000,4,"Hành trình Huế 4 ngày dành cho du khách yêu thích culture, food, city.",7.4,42,bestprice,https://synthetic.example.com/tours/119,spring,https://picsum.photos/seed/tour-119/900/600,2025-06-16 08:00:00,2025-07-10 08:00:00,4N3Đ,6667292,"[""Trải nghiệm culture"", ""Trải nghiệm food"", ""Trải nghiệm city""]","[""Huế""]","[""culture"", ""food"", ""city"", ""spiritual""]","[""https://picsum.photos/seed/tour-119-1/900/600"", ""https://picsum.photos/seed/tour-119-2/900/600"", ""https://picsum.photos/seed/tour-119-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}, {""day"": 3, ""title"": ""Ngày 3 tại Huế""}, {""day"": 4, ""title"": ""Ngày 4 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
120,Tour Đà Nẵng 3N2Đ: Gia Đình Photography,Đà Nẵng,7330000,3,"Hành trình Đà Nẵng 3 ngày dành cho du khách yêu thích photography, city, water_sports.",9.1,82,traveloka,https://synthetic.example.com/tours/120,summer,https://picsum.photos/seed/tour-120/900/600,2025-05-24 08:00:00,2025-06-02 08:00:00,3N2Đ,8700654,"[""Trải nghiệm photography"", ""Trải nghiệm city"", ""Trải nghiệm water_sports""]","[""Đà Nẵng""]","[""photography"", ""city"", ""water_sports"", ""family""]","[""https://picsum.photos/seed/tour-120-1/900/600"", ""https://picsum.photos/seed/tour-120-2/900/600"", ""https://picsum.photos/seed/tour-120-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
121,Tour Hội An 3N2Đ: Gia Đình History,Hội An,5510000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích history, food, photography.",7.8,82,klook,https://synthetic.example.com/tours/121,autumn,https://picsum.photos/seed/tour-121/900/600,2025-03-10 08:00:00,2025-04-06 08:00:00,3N2Đ,6503875,"[""Trải nghiệm history"", ""Trải nghiệm food"", ""Trải nghiệm photography""]","[""Hội An""]","[""history"", ""food"", ""photography"", ""culture""]","[""https://picsum.photos/seed/tour-121-1/900/600"", ""https://picsum.photos/seed/tour-121-2/900/600"", ""https://picsum.photos/seed/tour-121-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
122,Tour Hội An 3N2Đ: Trọn Gói Food,Hội An,5960000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích food, history, photography.",9.4,46,traveloka,https://synthetic.example.com/tours/122,autumn,https://picsum.photos/seed/tour-122/900/600,2026-06-14 08:00:00,2026-07-11 08:00:00,3N2Đ,7424744,"[""Trải nghiệm food"", ""Trải nghiệm history"", ""Trải nghiệm photography""]","[""Hội An""]","[""food"", ""history"", ""photography"", ""romantic""]","[""https://picsum.photos/seed/tour-122-1/900/600"", ""https://picsum.photos/seed/tour-122-2/900/600"", ""https://picsum.photos/seed/tour-122-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
123,Tour Nha Trang 4N3Đ: Gia Đình Family,Nha Trang,7390000,4,"Hành trình Nha Trang 4 ngày dành cho du khách yêu thích family, water_sports, nightlife.",8.7,91,bestprice,https://synthetic.example.com/tours/123,summer,https://picsum.photos/seed/tour-123/900/600,2025-09-26 08:00:00,2025-10-02 08:00:00,4N3Đ,8625634,"[""Trải nghiệm family"", ""Trải nghiệm water_sports"", ""Trải nghiệm nightlife""]","[""Nha Trang""]","[""family"", ""water_sports"", ""nightlife"", ""food""]","[""https://picsum.photos/seed/tour-123-1/900/600"", ""https://picsum.photos/seed/tour-123-2/900/600"", ""https://picsum.photos/seed/tour-123-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
124,Tour Cao Bằng 5N4Đ: Tiết Kiệm Mountain,Cao Bằng,7340000,5,"Hành trình Cao Bằng 5 ngày dành cho du khách yêu thích mountain, culture, photography.",8.1,59,bestprice,https://synthetic.example.com/tours/124,autumn,https://picsum.photos/seed/tour-124/900/600,2025-04-27 08:00:00,2025-05-08 08:00:00,5N4Đ,8236863,"[""Trải nghiệm mountain"", ""Trải nghiệm culture"", ""Trải nghiệm photography""]","[""Cao Bằng""]","[""mountain"", ""culture"", ""photography"", ""adventure""]","[""https://picsum.photos/seed/tour-124-1/900/600"", ""https://picsum.photos/seed/tour-124-2/900/600"", ""https://picsum.photos/seed/tour-124-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}, {""day"": 4, ""title"": ""Ngày 4 tại Cao Bằng""}, {""day"": 5, ""title"": ""Ngày 5 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
125,Tour Nha Trang 3N2Đ: Khám Phá Nightlife,Nha Trang,8660000,3,"Hành trình Nha Trang 3 ngày dành cho du khách yêu thích nightlife, food, family.",8.0,70,klook,https://synthetic.example.com/tours/125,summer,https://picsum.photos/seed/tour-125/900/600,2026-06-14 08:00:00,2026-06-26 08:00:00,3N2Đ,10693448,"[""Trải nghiệm nightlife"", ""Trải nghiệm food"", ""Trải nghiệm family""]","[""Nha Trang""]","[""nightlife"", ""food"", ""family"", ""beach""]","[""https://picsum.photos/seed/tour-125-1/900/600"", ""https://picsum.photos/seed/tour-125-2/900/600"", ""https://picsum.photos/seed/tour-125-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
126,Tour Đà Nẵng 3N2Đ: Tiết Kiệm Food,Đà Nẵng,9260000,3,"Hành trình Đà Nẵng 3 ngày dành cho du khách yêu thích food, water_sports, beach.",8.4,85,traveloka,https://synthetic.example.com/tours/126,summer,https://picsum.photos/seed/tour-126/900/600,2026-01-22 08:00:00,2026-01-26 08:00:00,3N2Đ,11122766,"[""Trải nghiệm food"", ""Trải nghiệm water_sports"", ""Trải nghiệm beach""]","[""Đà Nẵng""]","[""food"", ""water_sports"", ""beach"", ""photography""]","[""https://picsum.photos/seed/tour-126-1/900/600"", ""https://picsum.photos/seed/tour-126-2/900/600"", ""https://picsum.photos/seed/tour-126-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
127,Tour Huế 4N3Đ: Khám Phá Food,Huế,5620000,4,"Hành trình Huế 4 ngày dành cho du khách yêu thích food, city, spiritual.",7.9,52,klook,https://synthetic.example.com/tours/127,spring,https://picsum.photos/seed/tour-127/900/600,2024-08-29 08:00:00,2024-09-09 08:00:00,4N3Đ,5917361,"[""Trải nghiệm food"", ""Trải nghiệm city"", ""Trải nghiệm spiritual""]","[""Huế""]","[""food"", ""city"", ""spiritual"", ""history""]","[""https://picsum.photos/seed/tour-127-1/900/600"", ""https://picsum.photos/seed/tour-127-2/900/600"", ""https://picsum.photos/seed/tour-127-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}, {""day"": 3, ""title"": ""Ngày 3 tại Huế""}, {""day"": 4, ""title"": ""Ngày 4 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
128,Tour Phú Quốc 3N2Đ: Trọn Gói Luxury,Phú Quốc,13980000,3,"Hành trình Phú Quốc 3 ngày dành cho du khách yêu thích luxury, water_sports, romantic.",9.1,49,klook,https://synthetic.example.com/tours/128,summer,https://picsum.photos/seed/tour-128/900/600,2025-01-07 08:00:00,2025-02-01 08:00:00,3N2Đ,15558176,"[""Trải nghiệm luxury"", ""Trải nghiệm water_sports"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""luxury"", ""water_sports"", ""romantic"", ""beach""]","[""https://picsum.photos/seed/tour-128-1/900/600"", ""https://picsum.photos/seed/tour-128-2/900/600"", ""https://picsum.photos/seed/tour-128-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
129,Tour Cao Bằng 5N4Đ: Trọn Gói Adventure,Cao Bằng,4650000,5,"Hành trình Cao Bằng 5 ngày dành cho du khách yêu thích adventure, nature, mountain.",9.7,7,bestprice,https://synthetic.example.com/tours/129,autumn,https://picsum.photos/seed/tour-129/900/600,2025-07-26 08:00:00,2025-07-27 08:00:00,5N4Đ,5606267,"[""Trải nghiệm adventure"", ""Trải nghiệm nature"", ""Trải nghiệm mountain""]","[""Cao Bằng""]","[""adventure"", ""nature"", ""mountain"", ""culture""]","[""https://picsum.photos/seed/tour-129-1/900/600"", ""https://picsum.photos/seed/tour-129-2/900/600"", ""https://picsum.photos/seed/tour-129-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}, {""day"": 4, ""title"": ""Ngày 4 tại Cao Bằng""}, {""day"": 5, ""title"": ""Ngày 5 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
130,Tour Cao Bằng 4N3Đ: Check-in Photography,Cao Bằng,6320000,4,"Hành trình Cao Bằng 4 ngày dành cho du khách yêu thích photography, adventure, nature.",8.0,10,bestprice,https://synthetic.example.com/tours/130,autumn,https://picsum.photos/seed/tour-130/900/600,2025-02-03 08:00:00,2025-03-03 08:00:00,4N3Đ,7280130,"[""Trải nghiệm photography"", ""Trải nghiệm adventure"", ""Trải nghiệm nature""]","[""Cao Bằng""]","[""photography"", ""adventure"", ""nature"", ""culture""]","[""https://picsum.photos/seed/tour-130-1/900/600"", ""https://picsum.photos/seed/tour-130-2/900/600"", ""https://picsum.photos/seed/tour-130-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}, {""day"": 4, ""title"": ""Ngày 4 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
131,Tour Hà Nội 2N1Đ: Check-in Food,Hà Nội,3020000,2,"Hành trình Hà Nội 2 ngày dành cho du khách yêu thích food, culture, city.",8.6,118,klook,https://synthetic.example.com/tours/131,autumn,https://picsum.photos/seed/tour-131/900/600,2025-09-20 08:00:00,2025-10-15 08:00:00,2N1Đ,3579530,"[""Trải nghiệm food"", ""Trải nghiệm culture"", ""Trải nghiệm city""]","[""Hà Nội""]","[""food"", ""culture"", ""city"", ""history""]","[""https://picsum.photos/seed/tour-131-1/900/600"", ""https://picsum.photos/seed/tour-131-2/900/600"", ""https://picsum.photos/seed/tour-131-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
132,Tour TP. Hồ Chí Minh 3N2Đ: Tiết Kiệm Food,TP. Hồ Chí Minh,7100000,3,"Hành trình TP. Hồ Chí Minh 3 ngày dành cho du khách yêu thích food, shopping, city.",9.1,74,bestprice,https://synthetic.example.com/tours/132,all,https://picsum.photos/seed/tour-132/900/600,2026-08-01 08:00:00,2026-08-05 08:00:00,3N2Đ,7118143,"[""Trải nghiệm food"", ""Trải nghiệm shopping"", ""Trải nghiệm city""]","[""TP. Hồ Chí Minh""]","[""food"", ""shopping"", ""city"", ""history""]","[""https://picsum.photos/seed/tour-132-1/900/600"", ""https://picsum.photos/seed/tour-132-2/900/600"", ""https://picsum.photos/seed/tour-132-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại TP. Hồ Chí Minh""}, {""day"": 2, ""title"": ""Ngày 2 tại TP. Hồ Chí Minh""}, {""day"": 3, ""title"": ""Ngày 3 tại TP. Hồ Chí Minh""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
133,Tour Huế 3N2Đ: Tiết Kiệm Culture,Huế,5680000,3,"Hành trình Huế 3 ngày dành cho du khách yêu thích culture, history, food.",9.6,72,klook,https://synthetic.example.com/tours/133,spring,https://picsum.photos/seed/tour-133/900/600,2026-01-17 08:00:00,2026-01-23 08:00:00,3N2Đ,6788017,"[""Trải nghiệm culture"", ""Trải nghiệm history"", ""Trải nghiệm food""]","[""Huế""]","[""culture"", ""history"", ""food"", ""city""]","[""https://picsum.photos/seed/tour-133-1/900/600"", ""https://picsum.photos/seed/tour-133-2/900/600"", ""https://picsum.photos/seed/tour-133-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}, {""day"": 3, ""title"": ""Ngày 3 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
134,Tour Đà Lạt 4N3Đ: Nghỉ Dưỡng Food,Đà Lạt,3330000,4,"Hành trình Đà Lạt 4 ngày dành cho du khách yêu thích food, relax, nature.",7.8,89,klook,https://synthetic.example.com/tours/134,winter,https://picsum.photos/seed/tour-134/900/600,2025-05-17 08:00:00,2025-06-08 08:00:00,4N3Đ,3986729,"[""Trải nghiệm food"", ""Trải nghiệm relax"", ""Trải nghiệm nature""]","[""Đà Lạt""]","[""food"", ""relax"", ""nature"", ""romantic""]","[""https://picsum.photos/seed/tour-134-1/900/600"", ""https://picsum.photos/seed/tour-134-2/900/600"", ""https://picsum.photos/seed/tour-134-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
135,Tour Nha Trang 5N4Đ: Tiết Kiệm Beach,Nha Trang,8470000,5,"Hành trình Nha Trang 5 ngày dành cho du khách yêu thích beach, nightlife, water_sports.",8.5,106,traveloka,https://synthetic.example.com/tours/135,summer,https://picsum.photos/seed/tour-135/900/600,2025-04-13 08:00:00,2025-04-15 08:00:00,5N4Đ,9693263,"[""Trải nghiệm beach"", ""Trải nghiệm nightlife"", ""Trải nghiệm water_sports""]","[""Nha Trang""]","[""beach"", ""nightlife"", ""water_sports"", ""family""]","[""https://picsum.photos/seed/tour-135-1/900/600"", ""https://picsum.photos/seed/tour-135-2/900/600"", ""https://picsum.photos/seed/tour-135-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}, {""day"": 5, ""title"": ""Ngày 5 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
136,Tour Hội An 3N2Đ: Tiết Kiệm Culture,Hội An,6220000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích culture, history, romantic.",8.1,117,traveloka,https://synthetic.example.com/tours/136,autumn,https://picsum.photos/seed/tour-136/900/600,2025-01-18 08:00:00,2025-01-20 08:00:00,3N2Đ,7601941,"[""Trải nghiệm culture"", ""Trải nghiệm history"", ""Trải nghiệm romantic""]","[""Hội An""]","[""culture"", ""history"", ""romantic"", ""food""]","[""https://picsum.photos/seed/tour-136-1/900/600"", ""https://picsum.photos/seed/tour-136-2/900/600"", ""https://picsum.photos/seed/tour-136-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
137,Tour Hội An 4N3Đ: Cao Cấp History,Hội An,6170000,4,"Hành trình Hội An 4 ngày dành cho du khách yêu thích history, photography, culture.",8.6,51,klook,https://synthetic.example.com/tours/137,autumn,https://picsum.photos/seed/tour-137/900/600,2024-09-13 08:00:00,2024-09-24 08:00:00,4N3Đ,7555470,"[""Trải nghiệm history"", ""Trải nghiệm photography"", ""Trải nghiệm culture""]","[""Hội An""]","[""history"", ""photography"", ""culture"", ""romantic""]","[""https://picsum.photos/seed/tour-137-1/900/600"", ""https://picsum.photos/seed/tour-137-2/900/600"", ""https://picsum.photos/seed/tour-137-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}, {""day"": 4, ""title"": ""Ngày 4 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
138,Tour Côn Đảo 3N2Đ: Nghỉ Dưỡng History,Côn Đảo,11540000,3,"Hành trình Côn Đảo 3 ngày dành cho du khách yêu thích history, spiritual, relax.",8.0,95,traveloka,https://synthetic.example.com/tours/138,summer,https://picsum.photos/seed/tour-138/900/600,2024-11-10 08:00:00,2024-11-26 08:00:00,3N2Đ,12352242,"[""Trải nghiệm history"", ""Trải nghiệm spiritual"", ""Trải nghiệm relax""]","[""Côn Đảo""]","[""history"", ""spiritual"", ""relax"", ""beach""]","[""https://picsum.photos/seed/tour-138-1/900/600"", ""https://picsum.photos/seed/tour-138-2/900/600"", ""https://picsum.photos/seed/tour-138-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
139,Tour Đà Lạt 3N2Đ: Cao Cấp Photography,Đà Lạt,5100000,3,"Hành trình Đà Lạt 3 ngày dành cho du khách yêu thích photography, nature, mountain.",8.8,86,bestprice,https://synthetic.example.com/tours/139,winter,https://picsum.photos/seed/tour-139/900/600,2025-02-14 08:00:00,2025-02-24 08:00:00,3N2Đ,5562850,"[""Trải nghiệm photography"", ""Trải nghiệm nature"", ""Trải nghiệm mountain""]","[""Đà Lạt""]","[""photography"", ""nature"", ""mountain"", ""food""]","[""https://picsum.photos/seed/tour-139-1/900/600"", ""https://picsum.photos/seed/tour-139-2/900/600"", ""https://picsum.photos/seed/tour-139-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
140,Tour Đà Lạt 5N4Đ: Trọn Gói Nature,Đà Lạt,3330000,5,"Hành trình Đà Lạt 5 ngày dành cho du khách yêu thích nature, romantic, relax.",9.2,94,bestprice,https://synthetic.example.com/tours/140,winter,https://picsum.photos/seed/tour-140/900/600,2025-02-19 08:00:00,2025-03-13 08:00:00,5N4Đ,3662702,"[""Trải nghiệm nature"", ""Trải nghiệm romantic"", ""Trải nghiệm relax""]","[""Đà Lạt""]","[""nature"", ""romantic"", ""relax"", ""photography""]","[""https://picsum.photos/seed/tour-140-1/900/600"", ""https://picsum.photos/seed/tour-140-2/900/600"", ""https://picsum.photos/seed/tour-140-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
